transaction_id,customer_id,product_id,site_id,occurred_at,quantity,amount,channel
TXN-000001121,CUST-00253,PROD-0013,SITE-009,2024-05-13T10:22:36Z,16,4929.92,retail
TXN-000001122,CUST-00378,PROD-0098,SITE-015,2024-12-20T13:00:17Z,6,587.94,retail
TXN-000001123,CUST-00605,PROD-0010,SITE-002,2026-03-06T01:35:03Z,10,139.1,online
TXN-000001124,CUST-00705,PROD-0005,SITE-009,2025-11-13T19:48:26Z,22,3648.04,field-sales
TXN-000001125,CUST-00743,PROD-0010,SITE-004,2025-10-06T17:36:12Z,30,11956.8,online
TXN-000001126,CUST-00572,PROD-0007,SITE-005,2025-03-18T18:02:42Z,5,1732.2,retail
TXN-000001127,CUST-00343,PROD-0033,SITE-006,2024-05-17T07:59:15Z,12,732.72,retail
TXN-000001128,CUST-00056,PROD-0054,SITE-010,2026-08-09T23:18:41Z,37,11268.72,retail
TXN-000001129,CUST-00235,PROD-0116,SITE-004,2025-08-10T14:04:34Z,12,1855.68,retail
TXN-000001130,CUST-00442,PROD-0084,SITE-009,2026-08-05T06:54:33Z,20,1373.4,online
TXN-000001131,CUST-00666,PROD-0024,SITE-004,2026-05-17T22:26:34Z,27,8091.63,distributor
TXN-000001132,CUST-00449,PROD-0004,SITE-002,2025-08-02T16:44:16Z,1,185.69,retail
TXN-000001133,CUST-00155,PROD-0067,SITE-012,2024-10-25T08:01:36Z,12,2796.84,field-sales
TXN-000001134,CUST-00225,PROD-0058,SITE-001,2025-09-14T03:18:37Z,39,7195.89,retail
TXN-000001135,CUST-00230,PROD-0055,SITE-012,2026-05-01T08:53:33Z,17,5000.89,online
TXN-000001136,CUST-00532,PROD-0098,SITE-008,2025-10-27T04:11:55Z,18,972,retail
TXN-000001137,CUST-00494,PROD-0085,SITE-008,2024-12-23T21:23:17Z,31,5890.93,field-sales
TXN-000001138,CUST-00079,PROD-0078,SITE-003,2025-06-17T03:24:11Z,21,3970.89,field-sales
TXN-000001139,CUST-00507,PROD-0019,SITE-012,2025-10-25T05:42:34Z,7,2358.65,distributor
TXN-000001140,CUST-00310,PROD-0107,SITE-011,2026-01-25T16:18:48Z,11,2822.16,online
TXN-000001141,CUST-00346,PROD-0074,SITE-008,2025-05-10T01:23:18Z,25,6095,retail
TXN-000001142,CUST-00536,PROD-0070,SITE-015,2026-08-08T11:48:34Z,9,1988.91,retail
TXN-000001143,CUST-00568,PROD-0002,SITE-014,2025-11-02T19:35:35Z,40,10040.4,field-sales
TXN-000001144,CUST-00772,PROD-0081,SITE-002,2025-07-12T13:49:41Z,39,14354.34,retail
TXN-000001145,CUST-00604,PROD-0050,SITE-008,2024-07-09T07:29:27Z,1,218.77,distributor
TXN-000001146,CUST-00228,PROD-0057,SITE-001,2025-08-08T15:24:51Z,33,8034.18,online
TXN-000001147,CUST-00365,PROD-0030,SITE-002,2026-04-02T18:32:25Z,40,5481.6,field-sales
TXN-000001148,CUST-00300,PROD-0015,SITE-015,2026-08-15T06:50:55Z,7,2296.42,distributor
TXN-000001149,CUST-00625,PROD-0066,SITE-012,2025-10-31T10:21:11Z,38,11555.8,field-sales
TXN-000001150,CUST-00420,PROD-0035,SITE-003,2025-08-28T22:32:00Z,31,10458.78,distributor
TXN-000001151,CUST-00666,PROD-0112,SITE-004,2024-10-19T12:33:36Z,4,1067.08,online
TXN-000001152,CUST-00296,PROD-0029,SITE-012,2024-10-20T13:12:04Z,20,7263.4,retail
TXN-000001153,CUST-00154,PROD-0109,SITE-006,2025-12-15T02:13:24Z,7,1387.75,distributor
TXN-000001154,CUST-00613,PROD-0109,SITE-014,2024-12-20T13:57:25Z,2,74.04,online
TXN-000001155,CUST-00554,PROD-0102,SITE-006,2025-11-13T11:13:05Z,36,4272.12,retail
TXN-000001156,CUST-00120,PROD-0055,SITE-010,2025-12-15T00:52:31Z,34,5452.92,distributor
TXN-000001157,CUST-00758,PROD-0026,SITE-007,2025-12-02T02:23:39Z,30,1862.7,distributor
TXN-000001158,CUST-00493,PROD-0026,SITE-008,2025-03-07T10:08:19Z,5,1906.65,field-sales
TXN-000001159,CUST-00774,PROD-0079,SITE-012,2025-05-27T16:30:28Z,12,770.04,distributor
TXN-000001160,CUST-00610,PROD-0006,SITE-006,2024-03-27T12:52:43Z,22,6530.92,online
TXN-000001161,CUST-00507,PROD-0078,SITE-007,2026-08-24T06:21:47Z,19,178.6,field-sales
TXN-000001162,CUST-00264,PROD-0003,SITE-001,2025-08-21T07:28:20Z,2,513.7,online
TXN-000001163,CUST-00101,PROD-0035,SITE-004,2024-09-02T10:07:32Z,18,2835.18,field-sales
TXN-000001164,CUST-00092,PROD-0010,SITE-010,2025-06-20T21:51:45Z,6,618.6,retail
TXN-000001165,CUST-00199,PROD-0031,SITE-012,2026-05-17T07:20:05Z,29,7364.84,retail
TXN-000001166,CUST-00007,PROD-0070,SITE-013,2025-08-23T08:00:38Z,34,7679.92,distributor
TXN-000001167,CUST-00123,PROD-0078,SITE-014,2025-02-26T00:21:50Z,38,13813.38,online
TXN-000001168,CUST-00679,PROD-0030,SITE-009,2026-01-22T18:59:31Z,9,3227.04,online
TXN-000001169,CUST-00189,PROD-0112,SITE-014,2026-07-21T14:01:34Z,15,5048.4,retail
TXN-000001170,CUST-00304,PROD-0036,SITE-013,2025-10-18T16:06:40Z,8,2796,online
TXN-000001171,CUST-00573,PROD-0116,SITE-013,2026-03-14T20:13:06Z,27,8038.44,distributor
TXN-000001172,CUST-00238,PROD-0075,SITE-012,2024-12-24T19:33:30Z,28,1865.08,field-sales
TXN-000001173,CUST-00255,PROD-0089,SITE-002,2026-03-01T23:54:23Z,10,3287.5,online
TXN-000001174,CUST-00193,PROD-0103,SITE-013,2026-01-05T17:28:27Z,31,8240.42,online
TXN-000001175,CUST-00566,PROD-0106,SITE-010,2026-06-21T03:36:28Z,18,1684.62,retail
TXN-000001176,CUST-00655,PROD-0034,SITE-013,2024-08-29T18:53:57Z,15,773.7,online
TXN-000001177,CUST-00415,PROD-0071,SITE-015,2025-12-08T04:05:06Z,18,4483.08,distributor
TXN-000001178,CUST-00061,PROD-0083,SITE-005,2025-12-24T13:06:12Z,14,721.98,online
TXN-000001179,CUST-00461,PROD-0005,SITE-011,2026-03-15T05:22:03Z,14,2273.74,field-sales
TXN-000001180,CUST-00330,PROD-0024,SITE-010,2024-11-02T14:40:34Z,1,184.37,retail
TXN-000001181,CUST-00601,PROD-0105,SITE-003,2026-03-25T04:07:45Z,35,9116.1,online
TXN-000001182,CUST-00595,PROD-0035,SITE-002,2026-07-27T18:31:24Z,33,5552.25,online
TXN-000001183,CUST-00759,PROD-0099,SITE-001,2025-06-12T17:26:35Z,8,1548.4,retail
TXN-000001184,CUST-00437,PROD-0089,SITE-008,2025-10-30T22:09:55Z,36,7192.08,retail
TXN-000001185,CUST-00348,PROD-0108,SITE-002,2025-11-07T06:22:39Z,26,8277.88,retail
TXN-000001186,CUST-00078,PROD-0112,SITE-011,2025-09-07T23:24:08Z,4,674,retail
TXN-000001187,CUST-00477,PROD-0115,SITE-007,2024-11-27T04:59:58Z,36,8628.12,field-sales
TXN-000001188,CUST-00769,PROD-0115,SITE-015,2024-06-06T04:14:33Z,39,12168.78,field-sales
TXN-000001189,CUST-00247,PROD-0074,SITE-008,2025-04-24T16:35:55Z,20,1057,online
TXN-000001190,CUST-00718,PROD-0010,SITE-010,2025-11-21T19:59:56Z,18,3038.76,field-sales
TXN-000001191,CUST-00016,PROD-0070,SITE-013,2024-07-12T03:56:14Z,38,11581.64,online
TXN-000001192,CUST-00759,PROD-0058,SITE-011,2026-07-12T22:19:11Z,33,10341.21,field-sales
TXN-000001193,CUST-00758,PROD-0078,SITE-009,2026-03-28T19:01:52Z,10,2919.9,online
TXN-000001194,CUST-00246,PROD-0046,SITE-003,2024-05-29T11:36:53Z,4,567.12,online
TXN-000001195,CUST-00643,PROD-0050,SITE-001,2025-11-13T05:15:31Z,12,3762,retail
TXN-000001196,CUST-00555,PROD-0116,SITE-003,2026-04-15T16:18:29Z,31,10534.11,distributor
TXN-000001197,CUST-00083,PROD-0071,SITE-015,2026-03-10T01:18:39Z,37,4587.63,retail
TXN-000001198,CUST-00045,PROD-0064,SITE-002,2024-05-25T15:34:45Z,11,4342.14,online
TXN-000001199,CUST-00263,PROD-0118,SITE-002,2025-05-18T02:03:51Z,4,891.8,field-sales
TXN-000001200,CUST-00398,PROD-0009,SITE-002,2026-05-14T12:32:51Z,4,569.8,online
TXN-000001201,CUST-00462,PROD-0031,SITE-004,2026-05-25T04:18:15Z,21,1658.79,retail
TXN-000001202,CUST-00428,PROD-0071,SITE-005,2024-06-04T20:58:56Z,40,13256,retail
TXN-000001203,CUST-00788,PROD-0008,SITE-005,2026-04-30T21:01:48Z,11,2784.21,distributor
TXN-000001204,CUST-00345,PROD-0090,SITE-002,2024-10-06T09:27:29Z,26,958.62,online
TXN-000001205,CUST-00791,PROD-0014,SITE-012,2024-11-29T20:01:24Z,9,1400.67,distributor
TXN-000001206,CUST-00233,PROD-0017,SITE-014,2025-09-14T05:41:29Z,17,841.67,field-sales
TXN-000001207,CUST-00378,PROD-0083,SITE-014,2026-05-08T05:30:12Z,38,13739.66,field-sales
TXN-000001208,CUST-00457,PROD-0050,SITE-005,2026-05-04T14:58:11Z,13,3494.27,distributor
TXN-000001209,CUST-00025,PROD-0042,SITE-009,2026-06-02T02:34:20Z,28,302.4,field-sales
TXN-000001210,CUST-00685,PROD-0069,SITE-006,2024-12-12T16:30:59Z,17,1472.54,field-sales
TXN-000001211,CUST-00443,PROD-0011,SITE-005,2025-11-18T06:01:34Z,14,5448.52,online
TXN-000001212,CUST-00505,PROD-0069,SITE-004,2026-02-21T18:58:40Z,34,7951.58,online
TXN-000001213,CUST-00575,PROD-0108,SITE-013,2024-05-30T13:35:48Z,4,331.84,retail
TXN-000001214,CUST-00162,PROD-0040,SITE-007,2025-06-02T03:49:38Z,9,508.14,online
TXN-000001215,CUST-00508,PROD-0058,SITE-004,2026-07-10T09:16:22Z,22,2857.36,online
TXN-000001216,CUST-00799,PROD-0023,SITE-007,2025-03-23T23:22:16Z,13,5003.7,distributor
TXN-000001217,CUST-00385,PROD-0106,SITE-006,2025-09-29T23:57:07Z,23,5275.28,retail
TXN-000001218,CUST-00427,PROD-0061,SITE-003,2025-02-28T23:47:15Z,12,3834.36,distributor
TXN-000001219,CUST-00333,PROD-0107,SITE-001,2025-05-05T18:52:02Z,3,1034.49,distributor
TXN-000001220,CUST-00153,PROD-0046,SITE-008,2024-10-24T06:43:13Z,21,1488.48,retail
TXN-000001221,CUST-00552,PROD-0084,SITE-007,2026-01-17T22:46:32Z,5,1414.05,distributor
TXN-000001222,CUST-00797,PROD-0085,SITE-011,2025-02-16T17:22:04Z,25,4631,retail
TXN-000001223,CUST-00196,PROD-0022,SITE-014,2026-04-04T00:12:07Z,32,1451.2,online
TXN-000001224,CUST-00620,PROD-0106,SITE-001,2025-04-21T09:57:44Z,38,3668.9,online
TXN-000001225,CUST-00673,PROD-0029,SITE-014,2024-12-10T14:11:08Z,6,114.24,retail
TXN-000001226,CUST-00320,PROD-0035,SITE-005,2024-09-22T09:39:21Z,33,12957.12,online
TXN-000001227,CUST-00654,PROD-0070,SITE-012,2025-06-15T17:56:13Z,18,3848.4,distributor
TXN-000001228,CUST-00693,PROD-0057,SITE-007,2026-04-21T22:30:42Z,13,1107.6,distributor
TXN-000001229,CUST-00295,PROD-0120,SITE-014,2024-12-19T01:28:35Z,24,2979.12,distributor
TXN-000001230,CUST-00387,PROD-0054,SITE-006,2025-06-15T02:40:48Z,28,8366.96,distributor
TXN-000001231,CUST-00311,PROD-0024,SITE-013,2024-12-28T11:37:43Z,34,6770.08,field-sales
TXN-000001232,CUST-00222,PROD-0001,SITE-001,2024-12-29T01:02:55Z,18,1528.2,online
TXN-000001233,CUST-00322,PROD-0007,SITE-015,2025-02-06T21:33:24Z,24,7447.92,field-sales
TXN-000001234,CUST-00784,PROD-0117,SITE-004,2025-05-19T11:43:10Z,2,589.5,online
TXN-000001235,CUST-00505,PROD-0081,SITE-003,2025-05-06T21:12:21Z,24,4594.08,distributor
TXN-000001236,CUST-00628,PROD-0060,SITE-013,2025-01-06T21:20:57Z,24,830.16,online
TXN-000001237,CUST-00752,PROD-0112,SITE-004,2025-05-26T03:20:00Z,21,6364.89,online
TXN-000001238,CUST-00192,PROD-0090,SITE-006,2026-04-20T19:47:26Z,16,1940.48,retail
TXN-000001239,CUST-00259,PROD-0109,SITE-001,2025-07-20T08:49:09Z,38,12205.98,field-sales
TXN-000001240,CUST-00347,PROD-0012,SITE-006,2025-02-04T02:06:43Z,23,7049.04,field-sales
TXN-000001241,CUST-00786,PROD-0062,SITE-012,2025-03-28T04:25:09Z,10,1912.6,retail
TXN-000001242,CUST-00518,PROD-0047,SITE-006,2025-03-25T05:10:54Z,38,5015.24,online
TXN-000001243,CUST-00201,PROD-0090,SITE-004,2025-03-12T11:02:51Z,33,11209.11,distributor
TXN-000001244,CUST-00043,PROD-0015,SITE-001,2025-11-26T04:32:32Z,6,2202.54,online
TXN-000001245,CUST-00768,PROD-0102,SITE-014,2026-08-03T16:40:49Z,14,2635.64,online
TXN-000001246,CUST-00203,PROD-0029,SITE-013,2026-08-04T16:46:26Z,30,11518.5,field-sales
TXN-000001247,CUST-00422,PROD-0041,SITE-010,2024-05-25T05:14:20Z,20,6455.6,online
TXN-000001248,CUST-00405,PROD-0017,SITE-006,2026-01-13T04:38:18Z,18,3112.02,retail
TXN-000001249,CUST-00634,PROD-0061,SITE-008,2025-09-23T05:32:00Z,23,8067.71,online
TXN-000001250,CUST-00681,PROD-0117,SITE-008,2025-11-22T06:59:06Z,24,6353.52,distributor
TXN-000001251,CUST-00396,PROD-0056,SITE-001,2025-08-05T08:23:20Z,30,7254,retail
TXN-000001252,CUST-00575,PROD-0118,SITE-013,2026-02-02T06:03:38Z,16,4439.84,distributor
TXN-000001253,CUST-00172,PROD-0060,SITE-001,2026-05-10T17:47:42Z,3,610.47,field-sales
TXN-000001254,CUST-00799,PROD-0084,SITE-005,2025-08-17T06:11:08Z,8,83.52,distributor
TXN-000001255,CUST-00734,PROD-0108,SITE-014,2026-06-12T23:08:29Z,40,15538.4,online
TXN-000001256,CUST-00358,PROD-0015,SITE-007,2026-05-19T11:33:42Z,38,10378.18,online
TXN-000001257,CUST-00468,PROD-0041,SITE-007,2025-07-05T09:07:33Z,26,6165.9,field-sales
TXN-000001258,CUST-00187,PROD-0054,SITE-005,2025-11-18T14:37:25Z,12,798.36,distributor
TXN-000001259,CUST-00116,PROD-0097,SITE-001,2024-03-28T23:28:19Z,11,3600.63,retail
TXN-000001260,CUST-00600,PROD-0086,SITE-014,2026-06-01T21:34:03Z,38,14216.18,distributor
TXN-000001261,CUST-00433,PROD-0010,SITE-011,2025-08-19T03:51:29Z,25,766.75,online
TXN-000001262,CUST-00721,PROD-0108,SITE-008,2026-08-03T06:27:43Z,9,1766.07,retail
TXN-000001263,CUST-00294,PROD-0066,SITE-004,2025-06-09T05:58:43Z,30,5820.9,online
TXN-000001264,CUST-00732,PROD-0017,SITE-008,2024-10-15T18:03:54Z,32,7369.28,online
TXN-000001265,CUST-00562,PROD-0069,SITE-007,2025-08-18T05:02:03Z,26,1290.9,field-sales
TXN-000001266,CUST-00556,PROD-0048,SITE-015,2024-06-16T21:04:03Z,19,851.01,field-sales
TXN-000001267,CUST-00712,PROD-0086,SITE-007,2024-07-29T17:48:52Z,7,2037.35,field-sales
TXN-000001268,CUST-00198,PROD-0072,SITE-010,2025-07-16T08:08:02Z,38,8680.34,distributor
TXN-000001269,CUST-00390,PROD-0033,SITE-005,2025-12-15T03:34:29Z,9,3213.81,distributor
TXN-000001270,CUST-00152,PROD-0101,SITE-004,2026-05-28T00:58:11Z,37,10555.73,retail
TXN-000001271,CUST-00333,PROD-0029,SITE-009,2025-06-12T08:41:58Z,17,5778.47,retail
TXN-000001272,CUST-00651,PROD-0062,SITE-002,2024-09-28T07:22:32Z,31,743.69,online
TXN-000001273,CUST-00655,PROD-0106,SITE-011,2026-01-24T06:38:44Z,26,9719.84,online
TXN-000001274,CUST-00070,PROD-0009,SITE-010,2025-05-10T07:42:45Z,40,8496.8,field-sales
TXN-000001275,CUST-00064,PROD-0046,SITE-001,2025-05-07T23:10:08Z,35,3542,distributor
TXN-000001276,CUST-00037,PROD-0079,SITE-009,2025-10-13T20:24:39Z,16,930.24,field-sales
TXN-000001277,CUST-00086,PROD-0114,SITE-010,2024-10-30T01:11:23Z,20,7316.4,retail
TXN-000001278,CUST-00638,PROD-0080,SITE-014,2024-08-10T03:39:53Z,4,1375.52,online
TXN-000001279,CUST-00346,PROD-0089,SITE-006,2025-01-07T13:19:00Z,15,659.4,online
TXN-000001280,CUST-00264,PROD-0104,SITE-007,2024-08-04T11:46:26Z,19,2805.54,retail
TXN-000001281,CUST-00120,PROD-0049,SITE-006,2025-08-15T21:07:50Z,14,3072.3,retail
TXN-000001282,CUST-00210,PROD-0093,SITE-015,2024-08-26T14:35:52Z,24,6040.32,distributor
TXN-000001283,CUST-00590,PROD-0035,SITE-007,2025-01-30T00:00:34Z,27,3115.26,retail
TXN-000001284,CUST-00306,PROD-0065,SITE-001,2026-05-21T10:47:43Z,34,381.48,retail
TXN-000001285,CUST-00492,PROD-0082,SITE-010,2025-09-26T09:10:39Z,12,2496.12,distributor
TXN-000001286,CUST-00329,PROD-0002,SITE-015,2025-01-15T06:09:25Z,2,702.68,distributor
TXN-000001287,CUST-00680,PROD-0004,SITE-012,2025-04-01T23:57:17Z,22,2993.54,retail
TXN-000001288,CUST-00534,PROD-0070,SITE-015,2025-08-13T00:07:12Z,16,2009.12,retail
TXN-000001289,CUST-00037,PROD-0077,SITE-009,2025-02-21T09:58:01Z,1,10.03,online
TXN-000001290,CUST-00088,PROD-0063,SITE-013,2026-01-29T08:33:03Z,23,2484.23,retail
TXN-000001291,CUST-00411,PROD-0080,SITE-003,2026-07-21T20:01:04Z,22,1603.14,retail
TXN-000001292,CUST-00037,PROD-0006,SITE-015,2025-03-03T02:01:35Z,13,2532.92,field-sales
TXN-000001293,CUST-00653,PROD-0069,SITE-003,2024-08-23T09:21:42Z,29,4599.69,online
TXN-000001294,CUST-00344,PROD-0094,SITE-005,2024-09-02T23:45:26Z,3,831.51,field-sales
TXN-000001295,CUST-00388,PROD-0114,SITE-006,2024-07-12T18:01:59Z,35,329.35,retail
TXN-000001296,CUST-00450,PROD-0111,SITE-010,2026-07-07T00:34:00Z,18,3774.24,online
TXN-000001297,CUST-00279,PROD-0068,SITE-003,2025-11-05T18:52:48Z,18,493.38,field-sales
TXN-000001298,CUST-00463,PROD-0111,SITE-014,2026-08-12T22:20:53Z,16,4369.92,field-sales
TXN-000001299,CUST-00488,PROD-0089,SITE-002,2025-12-06T05:04:41Z,9,3241.26,distributor
TXN-000001300,CUST-00076,PROD-0119,SITE-003,2026-02-08T15:47:52Z,23,3640.9,field-sales
TXN-000001301,CUST-00517,PROD-0080,SITE-010,2024-07-01T03:29:00Z,3,1079.19,retail
TXN-000001302,CUST-00544,PROD-0048,SITE-002,2025-02-19T11:47:19Z,27,3751.11,distributor
TXN-000001303,CUST-00053,PROD-0050,SITE-003,2026-01-05T19:49:48Z,17,5039.48,online
TXN-000001304,CUST-00411,PROD-0031,SITE-008,2025-11-29T20:17:11Z,26,4573.4,distributor
TXN-000001305,CUST-00365,PROD-0040,SITE-003,2026-01-27T20:48:24Z,13,289.12,retail
TXN-000001306,CUST-00047,PROD-0015,SITE-006,2024-10-01T02:39:07Z,29,7604.38,retail
TXN-000001307,CUST-00610,PROD-0112,SITE-015,2026-06-05T21:43:48Z,20,7118.6,distributor
TXN-000001308,CUST-00235,PROD-0077,SITE-008,2026-06-15T23:41:02Z,27,5684.04,online
TXN-000001309,CUST-00083,PROD-0086,SITE-015,2025-01-18T13:58:03Z,5,1457.1,distributor
TXN-000001310,CUST-00158,PROD-0051,SITE-010,2026-03-30T05:07:54Z,25,8859.75,field-sales
TXN-000001311,CUST-00471,PROD-0097,SITE-004,2025-11-14T00:49:34Z,16,3952.8,retail
TXN-000001312,CUST-00352,PROD-0079,SITE-010,2025-09-25T18:33:15Z,6,188.94,field-sales
TXN-000001313,CUST-00658,PROD-0007,SITE-009,2026-08-07T17:49:52Z,25,4996.25,distributor
TXN-000001314,CUST-00461,PROD-0076,SITE-002,2024-12-07T23:48:41Z,9,1034.37,retail
TXN-000001315,CUST-00393,PROD-0072,SITE-012,2026-07-25T18:18:31Z,15,1522.8,online
TXN-000001316,CUST-00494,PROD-0073,SITE-003,2025-10-13T18:12:27Z,29,3607.31,distributor
TXN-000001317,CUST-00353,PROD-0037,SITE-005,2026-05-02T19:18:33Z,22,6202.68,distributor
TXN-000001318,CUST-00078,PROD-0024,SITE-005,2024-11-19T03:18:41Z,38,1634,retail
TXN-000001319,CUST-00007,PROD-0024,SITE-003,2026-01-30T03:02:47Z,27,5209.11,field-sales
TXN-000001320,CUST-00509,PROD-0080,SITE-009,2026-04-17T20:31:03Z,21,3390.03,retail
TXN-000001321,CUST-00619,PROD-0094,SITE-013,2025-06-12T14:24:01Z,30,2076.3,field-sales
TXN-000001322,CUST-00194,PROD-0064,SITE-012,2025-08-03T09:48:10Z,6,1694.4,field-sales
TXN-000001323,CUST-00091,PROD-0079,SITE-009,2024-12-13T11:21:51Z,33,3429.36,retail
TXN-000001324,CUST-00558,PROD-0018,SITE-007,2024-07-14T14:11:05Z,11,2943.71,distributor
TXN-000001325,CUST-00673,PROD-0052,SITE-003,2025-11-19T09:59:44Z,36,10194.48,field-sales
TXN-000001326,CUST-00685,PROD-0101,SITE-006,2025-03-10T10:48:50Z,23,6259.22,online
TXN-000001327,CUST-00177,PROD-0002,SITE-003,2025-08-14T09:15:24Z,24,8115.84,retail
TXN-000001328,CUST-00274,PROD-0060,SITE-015,2025-09-14T10:42:41Z,4,820.6,field-sales
TXN-000001329,CUST-00019,PROD-0023,SITE-002,2026-03-09T04:50:44Z,33,6180.57,field-sales
TXN-000001330,CUST-00444,PROD-0056,SITE-001,2024-10-02T13:19:24Z,6,2289.42,retail
TXN-000001331,CUST-00528,PROD-0041,SITE-001,2024-10-21T21:10:59Z,18,886.86,distributor
TXN-000001332,CUST-00779,PROD-0052,SITE-003,2025-06-04T05:38:55Z,2,391.06,retail
TXN-000001333,CUST-00440,PROD-0049,SITE-013,2026-06-15T11:04:29Z,25,5464.5,online
TXN-000001334,CUST-00160,PROD-0060,SITE-008,2026-08-27T15:41:59Z,39,1862.25,field-sales
TXN-000001335,CUST-00473,PROD-0037,SITE-012,2025-04-03T08:14:56Z,1,175,distributor
TXN-000001336,CUST-00221,PROD-0103,SITE-002,2026-07-04T12:41:44Z,35,2624.3,online
TXN-000001337,CUST-00712,PROD-0001,SITE-004,2026-03-05T17:23:31Z,12,923.04,online
TXN-000001338,CUST-00476,PROD-0023,SITE-011,2025-12-06T23:10:05Z,17,1694.73,distributor
TXN-000001339,CUST-00699,PROD-0033,SITE-007,2024-10-17T18:12:41Z,11,908.71,distributor
TXN-000001340,CUST-00793,PROD-0062,SITE-015,2025-11-20T07:54:02Z,5,1702.15,retail
TXN-000001341,CUST-00401,PROD-0090,SITE-014,2026-05-12T11:39:59Z,4,1359.16,online
TXN-000001342,CUST-00203,PROD-0077,SITE-006,2026-06-26T19:29:57Z,13,944.45,retail
TXN-000001343,CUST-00231,PROD-0007,SITE-015,2026-08-14T22:46:25Z,37,7394.08,retail
TXN-000001344,CUST-00008,PROD-0052,SITE-003,2024-07-06T07:53:26Z,24,912.48,retail
TXN-000001345,CUST-00202,PROD-0073,SITE-015,2026-08-13T01:39:07Z,38,6130.16,field-sales
TXN-000001346,CUST-00378,PROD-0002,SITE-004,2025-07-28T14:56:39Z,3,1058.28,retail
TXN-000001347,CUST-00375,PROD-0047,SITE-014,2026-05-24T01:54:30Z,20,3476,online
TXN-000001348,CUST-00058,PROD-0111,SITE-006,2025-04-10T19:22:59Z,2,762.1,field-sales
TXN-000001349,CUST-00309,PROD-0029,SITE-005,2024-07-28T16:03:38Z,26,5733.26,field-sales
TXN-000001350,CUST-00014,PROD-0030,SITE-005,2026-01-31T19:48:05Z,23,3612.84,distributor
TXN-000001351,CUST-00442,PROD-0036,SITE-001,2024-11-25T05:43:26Z,14,3638.74,online
TXN-000001352,CUST-00443,PROD-0087,SITE-009,2024-12-03T21:10:04Z,31,5485.45,retail
TXN-000001353,CUST-00130,PROD-0075,SITE-003,2024-10-26T07:01:22Z,34,5542.68,distributor
TXN-000001354,CUST-00226,PROD-0061,SITE-004,2025-08-05T01:57:43Z,13,1289.86,distributor
TXN-000001355,CUST-00079,PROD-0080,SITE-014,2026-08-30T20:30:12Z,36,11207.52,retail
TXN-000001356,CUST-00772,PROD-0067,SITE-002,2025-11-27T05:52:55Z,12,2909.76,field-sales
TXN-000001357,CUST-00597,PROD-0023,SITE-012,2026-02-17T14:24:47Z,18,1730.7,retail
TXN-000001358,CUST-00119,PROD-0113,SITE-015,2026-07-07T09:50:52Z,20,2989.4,distributor
TXN-000001359,CUST-00483,PROD-0117,SITE-015,2024-10-30T01:17:57Z,10,1315.6,online
TXN-000001360,CUST-00719,PROD-0036,SITE-010,2025-05-01T06:32:47Z,17,3296.64,online
TXN-000001361,CUST-00376,PROD-0093,SITE-007,2026-07-31T08:24:23Z,14,2110.22,online
TXN-000001362,CUST-00626,PROD-0096,SITE-006,2026-04-13T04:01:23Z,36,8561.16,field-sales
TXN-000001363,CUST-00603,PROD-0079,SITE-014,2026-01-13T05:51:04Z,17,638.52,online
TXN-000001364,CUST-00729,PROD-0001,SITE-011,2024-06-29T15:37:52Z,36,8027.64,field-sales
TXN-000001365,CUST-00033,PROD-0090,SITE-013,2026-04-08T08:44:06Z,12,2021.16,retail
TXN-000001366,CUST-00274,PROD-0041,SITE-011,2026-01-15T12:32:30Z,31,5011.77,retail
TXN-000001367,CUST-00382,PROD-0061,SITE-011,2026-08-08T05:18:42Z,5,319,retail
TXN-000001368,CUST-00712,PROD-0040,SITE-008,2024-11-02T19:34:51Z,8,1531.12,distributor
TXN-000001369,CUST-00651,PROD-0013,SITE-004,2024-12-17T00:30:10Z,34,4458.08,field-sales
TXN-000001370,CUST-00233,PROD-0113,SITE-010,2025-11-08T03:25:59Z,21,1795.71,retail
TXN-000001371,CUST-00428,PROD-0061,SITE-015,2025-11-12T01:28:43Z,32,10396.16,distributor
TXN-000001372,CUST-00477,PROD-0013,SITE-010,2024-09-19T06:26:11Z,37,5094.9,field-sales
TXN-000001373,CUST-00126,PROD-0095,SITE-014,2026-01-08T19:56:57Z,40,7100.4,retail
TXN-000001374,CUST-00551,PROD-0119,SITE-003,2024-07-18T10:32:33Z,25,2449,field-sales
TXN-000001375,CUST-00663,PROD-0080,SITE-004,2024-04-16T19:56:32Z,6,120.78,field-sales
TXN-000001376,CUST-00662,PROD-0086,SITE-015,2026-01-06T23:52:05Z,18,6583.86,retail
TXN-000001377,CUST-00218,PROD-0090,SITE-014,2026-06-14T21:51:42Z,29,4577.94,distributor
TXN-000001378,CUST-00072,PROD-0084,SITE-014,2025-05-27T02:05:07Z,39,8751.6,distributor
TXN-000001379,CUST-00500,PROD-0006,SITE-011,2025-01-19T20:09:35Z,19,1866.75,retail
TXN-000001380,CUST-00732,PROD-0108,SITE-014,2026-05-16T12:29:20Z,17,3256.69,field-sales
TXN-000001381,CUST-00757,PROD-0073,SITE-010,2026-07-05T05:34:48Z,19,632.32,field-sales
TXN-000001382,CUST-00438,PROD-0100,SITE-006,2026-08-20T02:07:51Z,16,2702.08,field-sales
TXN-000001383,CUST-00127,PROD-0037,SITE-003,2026-06-13T14:51:18Z,9,295.56,field-sales
