shipment_id,origin_site_id,dest_site_id,customer_id,ship_date,units,weight_kg
SHIP-000345,SITE-001,SITE-014,CUST-00378,2024-05-12,239,1998.04
SHIP-000346,SITE-010,SITE-007,CUST-00152,2025-07-01,45,467.55
SHIP-000347,SITE-011,SITE-002,CUST-00337,2024-04-27,208,1580.8
SHIP-000348,SITE-002,SITE-005,CUST-00025,2024-05-30,292,1278.96
SHIP-000349,SITE-003,SITE-015,CUST-00049,2025-07-27,284,2164.08
SHIP-000350,SITE-006,SITE-003,CUST-00154,2025-10-19,271,2953.9
SHIP-000351,SITE-010,SITE-006,CUST-00103,2024-12-08,193,330.03
SHIP-000352,SITE-007,SITE-013,CUST-00295,2025-09-08,307,2698.53
SHIP-000353,SITE-010,SITE-007,CUST-00266,2025-02-27,332,1171.96
SHIP-000354,SITE-004,SITE-009,CUST-00184,2026-08-02,268,747.72
SHIP-000355,SITE-014,SITE-010,CUST-00040,2025-11-29,254,1765.3
SHIP-000356,SITE-014,SITE-005,CUST-00336,2024-09-21,57,273.03
SHIP-000357,SITE-004,SITE-003,CUST-00232,2025-09-18,314,2477.46
SHIP-000358,SITE-006,SITE-013,CUST-00096,2025-07-14,169,1590.29
SHIP-000359,SITE-005,SITE-010,CUST-00113,2026-04-01,130,1287
SHIP-000360,SITE-001,SITE-003,CUST-00218,2025-03-01,197,1262.77
SHIP-000361,SITE-001,SITE-005,CUST-00133,2025-07-27,333,1252.08
SHIP-000362,SITE-012,SITE-003,CUST-00089,2025-08-20,174,1920.96
SHIP-000363,SITE-003,SITE-012,CUST-00261,2025-11-26,52,466.96
SHIP-000364,SITE-010,SITE-015,CUST-00229,2026-03-17,51,414.63
SHIP-000365,SITE-015,SITE-003,CUST-00029,2026-04-21,376,624.16
SHIP-000366,SITE-005,SITE-012,CUST-00222,2026-02-01,209,2420.22
SHIP-000367,SITE-008,SITE-010,CUST-00359,2025-11-03,276,1578.72
SHIP-000368,SITE-005,SITE-001,CUST-00345,2025-06-08,111,480.63
SHIP-000369,SITE-010,SITE-009,CUST-00034,2024-07-02,206,2024.98
SHIP-000370,SITE-005,SITE-009,CUST-00367,2024-08-11,373,4420.05
SHIP-000371,SITE-003,SITE-005,CUST-00158,2025-06-12,199,1337.28
SHIP-000372,SITE-015,SITE-004,CUST-00044,2024-05-23,300,615
SHIP-000373,SITE-015,SITE-012,CUST-00214,2026-05-21,194,2073.86
SHIP-000374,SITE-005,SITE-011,CUST-00134,2026-06-01,42,101.22
SHIP-000375,SITE-002,SITE-006,CUST-00001,2026-08-16,138,931.5
SHIP-000376,SITE-013,SITE-006,CUST-00233,2024-05-29,331,3697.27
SHIP-000377,SITE-005,SITE-009,CUST-00247,2025-07-22,37,347.06
SHIP-000378,SITE-013,SITE-002,CUST-00102,2026-08-08,99,511.83
SHIP-000379,SITE-001,SITE-003,CUST-00338,2025-02-14,265,2324.05
SHIP-000380,SITE-008,SITE-009,CUST-00369,2024-04-28,239,234.22
SHIP-000381,SITE-005,SITE-008,CUST-00343,2025-05-25,139,700.56
SHIP-000382,SITE-008,SITE-010,CUST-00295,2025-01-24,389,4415.15
SHIP-000383,SITE-014,SITE-010,CUST-00191,2026-08-17,121,225.06
SHIP-000384,SITE-003,SITE-013,CUST-00177,2025-09-01,173,1738.65
SHIP-000385,SITE-007,SITE-013,CUST-00093,2024-09-15,332,1112.2
SHIP-000386,SITE-010,SITE-015,CUST-00046,2026-01-27,275,2959
SHIP-000387,SITE-012,SITE-013,CUST-00360,2024-09-01,143,426.14
SHIP-000388,SITE-002,SITE-013,CUST-00395,2026-08-30,152,1497.2
SHIP-000389,SITE-010,SITE-004,CUST-00327,2025-11-18,280,2609.6
SHIP-000390,SITE-006,SITE-008,CUST-00236,2025-04-09,28,281.12
SHIP-000391,SITE-013,SITE-004,CUST-00160,2024-08-29,319,459.36
SHIP-000392,SITE-001,SITE-003,CUST-00127,2026-06-20,170,1922.7
SHIP-000393,SITE-007,SITE-011,CUST-00317,2024-07-26,35,157.5
SHIP-000394,SITE-001,SITE-008,CUST-00306,2025-08-15,38,88.92
SHIP-000395,SITE-011,SITE-014,CUST-00077,2024-12-26,6,14.46
SHIP-000396,SITE-008,SITE-001,CUST-00269,2026-08-28,313,519.58
SHIP-000397,SITE-007,SITE-013,CUST-00046,2025-09-04,313,3574.46
SHIP-000398,SITE-005,SITE-009,CUST-00397,2026-06-26,225,711
SHIP-000399,SITE-012,SITE-008,CUST-00042,2025-10-15,20,44.2
SHIP-000400,SITE-015,SITE-004,CUST-00141,2024-05-18,84,593.04
SHIP-000401,SITE-006,SITE-007,CUST-00356,2025-11-21,246,1692.48
SHIP-000402,SITE-007,SITE-003,CUST-00324,2025-01-26,153,425.34
SHIP-000403,SITE-008,SITE-009,CUST-00232,2026-08-15,175,1835.75
SHIP-000404,SITE-005,SITE-004,CUST-00302,2025-08-02,39,140.79
SHIP-000405,SITE-008,SITE-011,CUST-00224,2025-04-09,289,375.7
SHIP-000406,SITE-003,SITE-005,CUST-00186,2025-06-04,313,2109.62
SHIP-000407,SITE-006,SITE-007,CUST-00224,2025-11-15,92,700.12
SHIP-000408,SITE-001,SITE-004,CUST-00260,2025-08-12,182,2014.74
SHIP-000409,SITE-008,SITE-003,CUST-00326,2025-10-06,309,2898.42
SHIP-000410,SITE-014,SITE-002,CUST-00339,2024-07-16,112,406.56
SHIP-000411,SITE-002,SITE-006,CUST-00234,2024-12-18,274,2323.52
SHIP-000412,SITE-002,SITE-008,CUST-00061,2026-07-02,289,1936.3
SHIP-000413,SITE-005,SITE-012,CUST-00121,2025-05-22,6,64.5
SHIP-000414,SITE-012,SITE-015,CUST-00248,2025-11-14,391,3464.26
SHIP-000415,SITE-007,SITE-014,CUST-00247,2025-09-21,297,709.83
SHIP-000416,SITE-002,SITE-005,CUST-00318,2026-07-09,290,1742.9
SHIP-000417,SITE-008,SITE-012,CUST-00143,2026-03-13,204,1175.04
SHIP-000418,SITE-012,SITE-015,CUST-00298,2025-08-27,328,3794.96
SHIP-000419,SITE-005,SITE-015,CUST-00011,2026-01-27,322,412.16
SHIP-000420,SITE-001,SITE-010,CUST-00077,2026-06-12,34,213.18
SHIP-000421,SITE-010,SITE-013,CUST-00283,2025-01-18,272,1811.52
SHIP-000422,SITE-001,SITE-015,CUST-00374,2026-02-18,166,692.22
SHIP-000423,SITE-005,SITE-010,CUST-00096,2026-06-17,236,1316.88
SHIP-000424,SITE-004,SITE-012,CUST-00318,2026-01-13,43,288.96
SHIP-000425,SITE-006,SITE-004,CUST-00067,2026-02-11,49,223.44
SHIP-000426,SITE-002,SITE-008,CUST-00128,2025-07-29,308,893.2
SHIP-000427,SITE-001,SITE-007,CUST-00397,2026-07-16,320,2739.2
SHIP-000428,SITE-013,SITE-005,CUST-00094,2024-12-09,216,1486.08
SHIP-000429,SITE-002,SITE-004,CUST-00040,2025-12-06,119,584.29
SHIP-000430,SITE-002,SITE-004,CUST-00322,2025-03-28,267,590.07
SHIP-000431,SITE-011,SITE-013,CUST-00317,2025-02-01,13,119.08
SHIP-000432,SITE-006,SITE-009,CUST-00171,2026-08-20,324,230.04
SHIP-000433,SITE-005,SITE-010,CUST-00233,2024-07-04,214,130.54
SHIP-000434,SITE-006,SITE-002,CUST-00047,2025-09-05,359,4063.88
SHIP-000435,SITE-002,SITE-001,CUST-00076,2024-06-26,329,3852.59
SHIP-000436,SITE-012,SITE-007,CUST-00203,2025-12-20,66,128.7
SHIP-000437,SITE-015,SITE-011,CUST-00127,2024-09-29,24,211.92
SHIP-000438,SITE-012,SITE-009,CUST-00220,2024-06-13,10,80.1
SHIP-000439,SITE-010,SITE-005,CUST-00379,2024-05-31,179,186.16
SHIP-000440,SITE-009,SITE-008,CUST-00076,2025-01-20,172,1386.32
SHIP-000441,SITE-010,SITE-011,CUST-00248,2026-05-31,316,1267.16
SHIP-000442,SITE-007,SITE-002,CUST-00186,2024-11-06,302,2431.1
SHIP-000443,SITE-009,SITE-014,CUST-00388,2024-04-23,196,1773.8
SHIP-000444,SITE-010,SITE-004,CUST-00367,2024-07-26,378,3466.26
SHIP-000445,SITE-013,SITE-006,CUST-00075,2026-08-20,132,595.32
SHIP-000446,SITE-014,SITE-010,CUST-00213,2025-05-28,400,2520
SHIP-000447,SITE-002,SITE-006,CUST-00356,2026-05-29,176,1664.96
SHIP-000448,SITE-015,SITE-009,CUST-00223,2026-03-20,5,9.55
SHIP-000449,SITE-015,SITE-004,CUST-00338,2024-12-11,83,691.39
SHIP-000450,SITE-001,SITE-014,CUST-00226,2024-12-14,64,730.88
SHIP-000451,SITE-008,SITE-001,CUST-00189,2025-04-26,288,2473.92
SHIP-000452,SITE-012,SITE-008,CUST-00100,2025-01-18,138,1614.6
SHIP-000453,SITE-003,SITE-001,CUST-00345,2025-08-22,362,1603.66
SHIP-000454,SITE-006,SITE-012,CUST-00219,2026-06-11,151,425.82
SHIP-000455,SITE-003,SITE-001,CUST-00351,2026-02-19,90,877.5
SHIP-000456,SITE-002,SITE-005,CUST-00172,2026-08-02,237,1803.57
SHIP-000457,SITE-003,SITE-006,CUST-00310,2024-09-06,138,1167.48
SHIP-000458,SITE-009,SITE-011,CUST-00388,2026-07-08,339,1579.74
SHIP-000459,SITE-006,SITE-005,CUST-00205,2025-03-19,55,519.75
SHIP-000460,SITE-004,SITE-015,CUST-00137,2025-11-14,116,464
SHIP-000461,SITE-001,SITE-005,CUST-00090,2024-04-01,354,842.52
SHIP-000462,SITE-005,SITE-008,CUST-00369,2025-12-30,367,4235.18
SHIP-000463,SITE-004,SITE-014,CUST-00365,2025-12-12,95,816.05
SHIP-000464,SITE-001,SITE-007,CUST-00252,2024-05-06,114,458.28
SHIP-000465,SITE-003,SITE-008,CUST-00294,2025-03-08,97,1088.34
SHIP-000466,SITE-001,SITE-014,CUST-00300,2025-06-05,389,995.84
SHIP-000467,SITE-014,SITE-013,CUST-00055,2025-08-04,215,144.05
SHIP-000468,SITE-011,SITE-015,CUST-00324,2024-09-12,251,2909.09
SHIP-000469,SITE-002,SITE-003,CUST-00375,2025-01-24,130,1201.2
SHIP-000470,SITE-013,SITE-009,CUST-00323,2025-10-19,245,1675.8
SHIP-000471,SITE-013,SITE-006,CUST-00362,2024-09-07,276,1796.76
SHIP-000472,SITE-012,SITE-006,CUST-00228,2024-03-26,186,660.3
SHIP-000473,SITE-002,SITE-014,CUST-00207,2024-04-01,174,1141.44
SHIP-000474,SITE-003,SITE-008,CUST-00255,2024-10-17,365,3149.95
SHIP-000475,SITE-004,SITE-012,CUST-00057,2024-07-11,385,1632.4
SHIP-000476,SITE-007,SITE-005,CUST-00034,2025-05-18,391,1814.24
SHIP-000477,SITE-011,SITE-001,CUST-00044,2026-02-20,146,347.48
SHIP-000478,SITE-005,SITE-008,CUST-00153,2024-03-20,143,194.48
SHIP-000479,SITE-013,SITE-011,CUST-00368,2025-10-28,223,1520.86
SHIP-000480,SITE-012,SITE-011,CUST-00008,2026-05-03,146,448.22
SHIP-000481,SITE-013,SITE-008,CUST-00133,2024-08-22,320,297.6
SHIP-000482,SITE-003,SITE-004,CUST-00323,2025-12-02,308,686.84
SHIP-000483,SITE-004,SITE-007,CUST-00372,2024-09-12,113,232.78
SHIP-000484,SITE-001,SITE-007,CUST-00113,2024-07-29,267,1537.92
SHIP-000485,SITE-003,SITE-008,CUST-00097,2024-08-02,155,796.7
SHIP-000486,SITE-014,SITE-003,CUST-00287,2025-02-18,203,635.39
SHIP-000487,SITE-011,SITE-014,CUST-00156,2024-06-04,172,968.36
SHIP-000488,SITE-014,SITE-009,CUST-00384,2025-10-30,294,670.32
SHIP-000489,SITE-015,SITE-007,CUST-00183,2025-03-06,141,823.44
SHIP-000490,SITE-010,SITE-005,CUST-00376,2025-05-23,283,427.33
SHIP-000491,SITE-007,SITE-014,CUST-00146,2025-04-25,165,886.05
SHIP-000492,SITE-002,SITE-012,CUST-00196,2024-12-19,305,2000.8
SHIP-000493,SITE-003,SITE-011,CUST-00054,2026-03-16,191,1151.73
SHIP-000494,SITE-004,SITE-007,CUST-00152,2024-05-08,78,493.74
SHIP-000495,SITE-008,SITE-005,CUST-00225,2025-09-23,290,2670.9
SHIP-000496,SITE-003,SITE-004,CUST-00283,2026-08-25,298,2285.66
SHIP-000497,SITE-006,SITE-014,CUST-00012,2024-07-15,146,861.4
SHIP-000498,SITE-007,SITE-014,CUST-00168,2026-04-20,153,1364.76
SHIP-000499,SITE-004,SITE-003,CUST-00311,2025-10-30,203,1490.02
SHIP-000500,SITE-010,SITE-012,CUST-00160,2024-07-13,207,1962.36
SHIP-000501,SITE-013,SITE-010,CUST-00347,2024-06-06,221,1040.91
SHIP-000502,SITE-002,SITE-013,CUST-00115,2026-05-28,194,1497.68
SHIP-000503,SITE-011,SITE-013,CUST-00032,2025-07-04,306,3332.34
SHIP-000504,SITE-001,SITE-013,CUST-00385,2025-02-03,75,450.75
SHIP-000505,SITE-012,SITE-001,CUST-00336,2024-04-30,300,1437
SHIP-000506,SITE-005,SITE-015,CUST-00095,2025-01-14,66,778.8
SHIP-000507,SITE-001,SITE-014,CUST-00130,2025-02-18,58,373.52
SHIP-000508,SITE-010,SITE-002,CUST-00066,2025-10-18,215,821.3
SHIP-000509,SITE-004,SITE-012,CUST-00019,2024-06-19,24,117.12
SHIP-000510,SITE-011,SITE-005,CUST-00368,2026-06-15,67,184.92
SHIP-000511,SITE-006,SITE-011,CUST-00250,2025-12-20,72,432.72
SHIP-000512,SITE-010,SITE-011,CUST-00193,2025-12-17,393,2849.25
SHIP-000513,SITE-005,SITE-002,CUST-00047,2024-11-07,155,1247.75
SHIP-000514,SITE-005,SITE-010,CUST-00031,2026-02-22,223,2031.53
SHIP-000515,SITE-015,SITE-005,CUST-00324,2025-03-05,296,3140.56
SHIP-000516,SITE-014,SITE-004,CUST-00259,2024-07-09,169,177.45
SHIP-000517,SITE-005,SITE-009,CUST-00042,2026-01-19,270,3007.8
SHIP-000518,SITE-007,SITE-005,CUST-00220,2025-07-07,128,483.84
SHIP-000519,SITE-012,SITE-013,CUST-00101,2025-09-19,33,393.69
SHIP-000520,SITE-010,SITE-006,CUST-00104,2024-09-21,64,374.4
SHIP-000521,SITE-012,SITE-003,CUST-00044,2026-05-24,307,528.04
SHIP-000522,SITE-003,SITE-006,CUST-00298,2024-12-11,136,516.8
SHIP-000523,SITE-003,SITE-006,CUST-00177,2024-11-19,156,453.96
SHIP-000524,SITE-004,SITE-012,CUST-00059,2025-10-13,120,1134
SHIP-000525,SITE-010,SITE-007,CUST-00203,2025-06-01,239,1101.79
SHIP-000526,SITE-009,SITE-008,CUST-00222,2025-03-07,141,1469.22
SHIP-000527,SITE-002,SITE-007,CUST-00393,2024-10-18,285,780.9
SHIP-000528,SITE-010,SITE-006,CUST-00363,2024-12-24,174,638.58
SHIP-000529,SITE-010,SITE-011,CUST-00040,2025-02-25,257,231.3
SHIP-000530,SITE-012,SITE-014,CUST-00289,2024-09-05,44,211.2
SHIP-000531,SITE-015,SITE-010,CUST-00362,2025-04-26,72,433.44
SHIP-000532,SITE-007,SITE-011,CUST-00319,2024-03-16,400,3592
SHIP-000533,SITE-005,SITE-002,CUST-00058,2024-12-14,237,246.48
SHIP-000534,SITE-006,SITE-010,CUST-00317,2025-11-16,250,2132.5
SHIP-000535,SITE-008,SITE-005,CUST-00183,2024-05-06,286,2511.08
SHIP-000536,SITE-015,SITE-001,CUST-00345,2024-04-02,15,80.1
SHIP-000537,SITE-002,SITE-008,CUST-00138,2026-01-11,81,818.1
SHIP-000538,SITE-012,SITE-004,CUST-00137,2026-01-25,285,769.5
SHIP-000539,SITE-010,SITE-002,CUST-00134,2025-04-27,282,2086.8
SHIP-000540,SITE-015,SITE-009,CUST-00353,2024-05-26,10,40.3
SHIP-000541,SITE-007,SITE-014,CUST-00060,2026-05-19,52,123.24
SHIP-000542,SITE-013,SITE-010,CUST-00212,2026-03-29,148,1585.08
SHIP-000543,SITE-012,SITE-006,CUST-00376,2025-08-16,272,1727.2
SHIP-000544,SITE-014,SITE-004,CUST-00207,2024-08-09,31,315.89
SHIP-000545,SITE-001,SITE-008,CUST-00343,2026-03-23,357,610.47
SHIP-000546,SITE-008,SITE-003,CUST-00135,2024-11-16,335,2100.45
SHIP-000547,SITE-001,SITE-012,CUST-00397,2025-04-01,62,41.54
SHIP-000548,SITE-014,SITE-006,CUST-00071,2026-05-22,248,1458.24
SHIP-000549,SITE-004,SITE-013,CUST-00322,2024-05-31,246,1404.66
SHIP-000550,SITE-002,SITE-003,CUST-00340,2025-12-25,347,2279.79
SHIP-000551,SITE-015,SITE-003,CUST-00103,2024-04-29,42,35.28
SHIP-000552,SITE-014,SITE-003,CUST-00357,2025-05-26,234,2620.8
SHIP-000553,SITE-005,SITE-006,CUST-00061,2024-09-03,197,795.88
SHIP-000554,SITE-004,SITE-005,CUST-00076,2024-03-28,385,743.05
SHIP-000555,SITE-011,SITE-007,CUST-00264,2026-04-07,379,3278.35
SHIP-000556,SITE-001,SITE-007,CUST-00211,2024-10-28,221,1880.71
SHIP-000557,SITE-014,SITE-009,CUST-00088,2025-07-24,83,473.1
SHIP-000558,SITE-001,SITE-002,CUST-00036,2024-08-05,186,2075.76
SHIP-000559,SITE-015,SITE-009,CUST-00294,2024-06-06,89,174.44
SHIP-000560,SITE-002,SITE-011,CUST-00394,2026-08-27,103,554.14
SHIP-000561,SITE-005,SITE-011,CUST-00336,2026-01-14,228,471.96
SHIP-000562,SITE-012,SITE-010,CUST-00101,2026-06-24,12,61.56
SHIP-000563,SITE-011,SITE-004,CUST-00206,2024-11-12,177,1120.41
SHIP-000564,SITE-002,SITE-003,CUST-00322,2024-06-08,305,350.75
SHIP-000565,SITE-002,SITE-010,CUST-00200,2025-09-19,16,119.52
SHIP-000566,SITE-008,SITE-013,CUST-00390,2025-01-09,325,1235
SHIP-000567,SITE-012,SITE-014,CUST-00346,2025-01-13,154,934.78
SHIP-000568,SITE-005,SITE-006,CUST-00150,2025-12-15,390,2035.8
SHIP-000569,SITE-010,SITE-007,CUST-00204,2025-12-28,186,1478.7
SHIP-000570,SITE-005,SITE-003,CUST-00219,2026-04-01,121,346.06
SHIP-000571,SITE-010,SITE-003,CUST-00214,2026-02-13,27,238.14
SHIP-000572,SITE-011,SITE-010,CUST-00116,2024-12-25,223,2000.31
SHIP-000573,SITE-005,SITE-007,CUST-00026,2024-04-08,298,3561.1
SHIP-000574,SITE-014,SITE-011,CUST-00263,2026-01-14,43,466.55
SHIP-000575,SITE-001,SITE-004,CUST-00083,2026-07-25,379,1891.21
SHIP-000576,SITE-004,SITE-014,CUST-00109,2026-08-06,45,165.15
SHIP-000577,SITE-004,SITE-014,CUST-00269,2026-03-19,107,663.4
SHIP-000578,SITE-001,SITE-013,CUST-00016,2026-06-11,376,240.64
SHIP-000579,SITE-002,SITE-004,CUST-00171,2026-01-30,174,2018.4
SHIP-000580,SITE-007,SITE-014,CUST-00100,2024-07-27,319,3694.02
SHIP-000581,SITE-011,SITE-007,CUST-00251,2025-03-28,15,132.6
SHIP-000582,SITE-008,SITE-010,CUST-00065,2026-01-21,135,903.15
SHIP-000583,SITE-002,SITE-003,CUST-00176,2026-06-01,198,1007.82
SHIP-000584,SITE-012,SITE-001,CUST-00289,2026-02-24,216,950.4
SHIP-000585,SITE-011,SITE-003,CUST-00387,2024-09-20,219,216.81
SHIP-000586,SITE-005,SITE-008,CUST-00226,2024-03-29,218,2522.26
SHIP-000587,SITE-002,SITE-014,CUST-00366,2024-04-30,347,3400.6
SHIP-000588,SITE-002,SITE-008,CUST-00090,2025-07-28,398,1599.96
SHIP-000589,SITE-001,SITE-006,CUST-00331,2024-11-04,59,680.27
SHIP-000590,SITE-004,SITE-008,CUST-00066,2025-11-03,233,1185.97
SHIP-000591,SITE-014,SITE-008,CUST-00167,2026-02-02,389,1633.8
SHIP-000592,SITE-001,SITE-004,CUST-00081,2025-12-15,164,1272.64
SHIP-000593,SITE-006,SITE-002,CUST-00195,2026-06-15,76,627.76
SHIP-000594,SITE-007,SITE-003,CUST-00264,2026-08-03,300,468
SHIP-000595,SITE-007,SITE-006,CUST-00233,2024-09-27,245,2398.55
SHIP-000596,SITE-014,SITE-011,CUST-00146,2025-12-21,91,739.83
SHIP-000597,SITE-013,SITE-014,CUST-00293,2024-12-25,171,2005.83
SHIP-000598,SITE-002,SITE-003,CUST-00291,2025-08-23,345,2684.1
SHIP-000599,SITE-001,SITE-008,CUST-00201,2025-12-15,363,3477.54
SHIP-000600,SITE-005,SITE-010,CUST-00320,2026-05-08,170,1091.4
SHIP-000601,SITE-013,SITE-003,CUST-00318,2024-11-30,60,123
SHIP-000602,SITE-007,SITE-001,CUST-00122,2024-03-24,185,558.7
SHIP-000603,SITE-006,SITE-012,CUST-00157,2024-11-16,373,2152.21
SHIP-000604,SITE-003,SITE-002,CUST-00384,2025-12-04,345,3015.3
SHIP-000605,SITE-005,SITE-003,CUST-00151,2024-10-02,238,861.56
SHIP-000606,SITE-001,SITE-011,CUST-00070,2025-06-08,125,641.25
SHIP-000607,SITE-006,SITE-013,CUST-00236,2024-07-09,81,501.39
SHIP-000608,SITE-015,SITE-004,CUST-00392,2025-12-29,350,2667
SHIP-000609,SITE-012,SITE-005,CUST-00156,2024-11-10,326,2412.4
SHIP-000610,SITE-004,SITE-005,CUST-00145,2025-10-15,192,2286.72
SHIP-000611,SITE-005,SITE-004,CUST-00364,2025-01-15,189,1181.25
SHIP-000612,SITE-008,SITE-006,CUST-00168,2024-10-10,353,1224.91
SHIP-000613,SITE-015,SITE-006,CUST-00368,2024-11-26,333,3150.18
SHIP-000614,SITE-014,SITE-011,CUST-00072,2024-07-14,45,80.1
SHIP-000615,SITE-008,SITE-005,CUST-00194,2024-08-26,123,369
SHIP-000616,SITE-008,SITE-010,CUST-00181,2025-06-03,364,2478.84
SHIP-000617,SITE-013,SITE-009,CUST-00006,2025-05-31,33,135.3
SHIP-000618,SITE-013,SITE-010,CUST-00370,2026-06-28,257,498.58
SHIP-000619,SITE-008,SITE-010,CUST-00354,2025-07-05,384,4343.04
SHIP-000620,SITE-003,SITE-002,CUST-00234,2026-04-19,314,609.16
SHIP-000621,SITE-005,SITE-015,CUST-00147,2024-04-07,186,1990.2
SHIP-000622,SITE-011,SITE-007,CUST-00366,2026-01-23,147,1180.41
SHIP-000623,SITE-006,SITE-013,CUST-00333,2025-05-11,101,1011.01
SHIP-000624,SITE-002,SITE-011,CUST-00167,2025-08-09,387,1834.38
SHIP-000625,SITE-005,SITE-008,CUST-00291,2024-12-17,342,3365.28
SHIP-000626,SITE-004,SITE-006,CUST-00205,2025-03-19,302,2222.72
SHIP-000627,SITE-001,SITE-008,CUST-00133,2025-09-22,86,479.02
SHIP-000628,SITE-010,SITE-011,CUST-00294,2024-08-21,119,1149.54
SHIP-000629,SITE-001,SITE-010,CUST-00203,2024-09-22,180,1625.4
SHIP-000630,SITE-015,SITE-009,CUST-00372,2025-07-24,141,829.08
SHIP-000631,SITE-006,SITE-002,CUST-00241,2025-08-18,143,732.16
SHIP-000632,SITE-007,SITE-004,CUST-00320,2024-11-17,219,661.38
SHIP-000633,SITE-012,SITE-010,CUST-00321,2025-05-13,257,501.15
SHIP-000634,SITE-006,SITE-012,CUST-00184,2026-03-30,397,4029.55
SHIP-000635,SITE-008,SITE-009,CUST-00312,2024-08-26,253,1047.42
SHIP-000636,SITE-013,SITE-005,CUST-00355,2025-02-15,214,1855.38
SHIP-000637,SITE-002,SITE-006,CUST-00158,2025-04-30,146,106.58
SHIP-000638,SITE-010,SITE-002,CUST-00341,2026-07-29,297,1485
SHIP-000639,SITE-014,SITE-007,CUST-00192,2026-01-31,288,1535.04
SHIP-000640,SITE-002,SITE-006,CUST-00393,2026-06-29,213,1976.64
SHIP-000641,SITE-013,SITE-010,CUST-00287,2026-04-07,59,541.62
SHIP-000642,SITE-008,SITE-015,CUST-00137,2026-02-06,396,894.96
SHIP-000643,SITE-011,SITE-014,CUST-00134,2024-12-10,177,706.23
SHIP-000644,SITE-007,SITE-002,CUST-00038,2026-04-21,133,1560.09
SHIP-000645,SITE-006,SITE-009,CUST-00111,2026-04-19,87,178.35
SHIP-000646,SITE-011,SITE-002,CUST-00078,2025-04-21,345,434.7
SHIP-000647,SITE-008,SITE-001,CUST-00007,2024-05-24,87,742.98
SHIP-000648,SITE-004,SITE-006,CUST-00349,2025-11-20,364,1903.72
SHIP-000649,SITE-010,SITE-009,CUST-00119,2025-07-13,101,57.57
SHIP-000650,SITE-007,SITE-003,CUST-00291,2024-11-09,197,141.84
SHIP-000651,SITE-002,SITE-004,CUST-00131,2025-03-03,317,963.68
SHIP-000652,SITE-003,SITE-013,CUST-00059,2024-07-17,98,706.58
SHIP-000653,SITE-014,SITE-003,CUST-00288,2026-08-11,179,209.43
SHIP-000654,SITE-005,SITE-002,CUST-00014,2025-09-20,9,83.97
SHIP-000655,SITE-009,SITE-008,CUST-00012,2026-01-25,111,981.24
SHIP-000656,SITE-005,SITE-004,CUST-00318,2024-12-25,207,223.56
SHIP-000657,SITE-001,SITE-013,CUST-00015,2025-12-17,363,1902.12
SHIP-000658,SITE-010,SITE-002,CUST-00279,2026-03-18,317,2193.64
SHIP-000659,SITE-004,SITE-008,CUST-00044,2024-05-22,253,129.03
SHIP-000660,SITE-006,SITE-010,CUST-00107,2025-02-26,222,2177.82
SHIP-000661,SITE-005,SITE-002,CUST-00183,2024-07-16,82,45.92
SHIP-000662,SITE-011,SITE-001,CUST-00324,2025-11-20,109,268.14
SHIP-000663,SITE-003,SITE-001,CUST-00300,2025-12-22,110,1025.2
SHIP-000664,SITE-008,SITE-012,CUST-00333,2025-05-27,297,629.64
SHIP-000665,SITE-009,SITE-005,CUST-00264,2024-06-22,387,758.52
SHIP-000666,SITE-008,SITE-001,CUST-00164,2024-04-06,288,2992.32
SHIP-000667,SITE-009,SITE-010,CUST-00059,2025-02-08,25,254.25
SHIP-000668,SITE-008,SITE-003,CUST-00127,2025-05-04,300,1131
SHIP-000669,SITE-005,SITE-008,CUST-00077,2026-07-16,183,428.22
SHIP-000670,SITE-004,SITE-005,CUST-00060,2026-06-16,58,156.6
SHIP-000671,SITE-005,SITE-001,CUST-00136,2026-01-24,343,2960.09
SHIP-000672,SITE-008,SITE-015,CUST-00332,2024-04-26,196,1132.88
SHIP-000673,SITE-015,SITE-012,CUST-00055,2025-05-06,395,1982.9
SHIP-000674,SITE-004,SITE-008,CUST-00358,2026-02-01,363,4105.53
SHIP-000675,SITE-012,SITE-001,CUST-00387,2024-10-10,319,2867.81
SHIP-000676,SITE-004,SITE-014,CUST-00342,2025-04-16,107,1126.71
SHIP-000677,SITE-007,SITE-013,CUST-00142,2025-10-07,15,171.6
SHIP-000678,SITE-005,SITE-010,CUST-00307,2025-03-26,268,2562.08
SHIP-000679,SITE-011,SITE-007,CUST-00359,2024-08-23,160,724.8
SHIP-000680,SITE-006,SITE-001,CUST-00300,2026-08-03,389,2053.92
SHIP-000681,SITE-007,SITE-014,CUST-00024,2024-11-18,16,44.16
SHIP-000682,SITE-012,SITE-013,CUST-00372,2024-04-12,18,50.22
SHIP-000683,SITE-007,SITE-005,CUST-00010,2026-07-30,340,278.8
SHIP-000684,SITE-002,SITE-003,CUST-00115,2025-02-17,106,991.1
SHIP-000685,SITE-005,SITE-006,CUST-00284,2026-05-01,385,2036.65
SHIP-000686,SITE-001,SITE-011,CUST-00260,2024-04-10,168,1550.64
SHIP-000687,SITE-006,SITE-010,CUST-00324,2026-01-29,301,662.2
SHIP-000688,SITE-007,SITE-005,CUST-00182,2024-03-15,254,660.4
SHIP-000689,SITE-012,SITE-013,CUST-00125,2026-02-16,227,1339.3
